STT,CÂU HỎI,CÂU TRẢ LỜI
,,- Đại học Sư phạm Hà Nội
,,- Đại học Sư phạm - Đại học Đà Nẵng
,,- Đại học Sư phạm - Đại học Huế.
279,"cho em hỏi theo ngành sư phạm tiểu học thi dgnl thì cần thi môn nào, thi một hay nhiều môn vậy ạ","Chào bạn, bạn chỉ cần thi 1 môn chính xác định cho mỗi ngành theo phương thức kết hợp ĐGNLCB thôi."
,,Ngành Giáo dục Tiểu học bạn có thể thi:
,,+ Môn Toán khi xét theo tổ hợp A00 hoặc A01.
,,+ Môn Toán hoặc Ngữ văn theo tổ hợp D01.
280,"Anh/ Chị ơi  cho e hỏi là , e tốt nghiệp THPT đc 5 năm rồi  và bây giờ e muốn đi học lại ngành sư phạm Anh thì e phải làm sao ạ ?","Chào bạn, nếu là thí sinh tự do đã tốt nghiệp từ các năm trước bạn chỉ có thể xét tuyển qua kỳ thi tốt nghiệp THPT 2024."
,,Ngành Sư phạm Tiếng Anh xét theo tổ hợp D01 do đó bạn chỉ cần dự thi 3 môn trong tổ hợp là được nha.
281,"chào anh chị, cho em hỏi sp tiếng anh có xét ielts đối với hệ không chuyên không ạ","Chào bạn, Trường không sử dụng chứng chỉ IELTS cho phương thức khác ngoài phương thức “Ưu tiên xét tuyển và xét tuyển học sinh lớp chuyên”."
,,Và trong phương thức này thì chứng chỉ IELTS cũng là một trong các điều kiện ưu tiên từ thấp đến cao thôi không quy đổi thành điểm cộng.
282,Học ngôn ngữ trừ Tiếng Anh ra thì được đào tạo từ đầu luôn hay sao ạ? Chuẩn đầu ra chuyên môn ngoại ngữ của các ngành ngọn ngữ đều là bậc 3 trên bậc 6 khung năng lực ngoại ngữ đúng không ạ? Điều đó phản ánh chỉ đào tạo tối đa là bậc 3 hay tối thiểu là bậc 3?,"Đúng rồi em, sinh viên sẽ được học từ cơ bản đến nâng cao của Ngôn ngữ đó nha."
,,"Chuẩn đầu ra thì ở bậc 5/6 khung Năng lực Ngoại ngữ dùng cho Việt Nam, cái câu sau anh không hiểu ý em hỏi lắm."
283,cho em hỏi là 2k5 thi lại thì có được thi dgnlcb + học bạ như các thí sinh 2k6 không,Chào em
,em cảm ơn,Em có thể tham gia thi nhưng em không thể dùng kết quả đó để xét tuyển vào Trường nhé.
284,cho em hỏi khi đi thi thì thi trên máy của trường hay là thí sinh mang máy cá nhân để thi nhỉ?,Mình sẽ thi trên máy tính tại điểm thi nhé. Đi thi em nhớ mang CCCD và máy tính bỏ túi cho các môn cần tính toán là được nhen
285,"Anh, chị ơi cho e hỏi là tại sao mình lại ko đăng ký được môn ngữ văn của kỳ gì đgnl đợt 1 ấy ạ","Hết slot r á e. Đk đợt 2,3 coi còn slot k"
286,Dạ cho em hỏi em có thể sử dụng kết quả thi năng khiếu của trường để xét tuyển GDMN trường đại học Sài Gòn không ạ?,Chào em.
,,Hiện nay thì Trường vẫn chưa có thông tin về việc kết quả kỳ thi năng khiếu của Trường Đại học Sư phạm TP.HCM xét tuyển bên trường Đại học Sài Gòn nha em. Em theo dõi thông tin mới nhất trên fanpage Trường nhé.
287,"Dạ hiện tại em thấy đợt 1 ĐGNL hết r ạ, đợt 2 thì vào thời gian nào ạ? Em cảm ơn ạ..",Chào em.
,,"Bắt đầu từ ngày 1/4/2024, trên hệ thống dgnl.hcmue.edu.vn, mục Đăng ký sẽ mở đợt 2 và đợt 3 của kỳ thi ĐGNL Chuyên biệt nha em."
288,Cho em hỏi em đã đăng ký thi dgnl chuyên biệt rồi nhưng tới hôm nay trường em mới thông báo là vào ngày 30/3 thi tập trung giữa kỳ. Vậy cho em hỏi mình có thể đổi ngày thi hoặc huỷ ngày thi dgnl dc không ạ?,"Rất tiếc, theo quy định hiện nay, Trường sẽ không thể giải quyết trường hợp thí sinh hủy hoặc thay đổi ca thi sau khi đăng ký"
289,Mnguoi cho em hỏi với ạ:,"Ngành Giáo dục Tiểu học có áp dụng phương thức xét tuyển sử dụng kết quả học tập THPT kết hợp thi đánh giá năng lực chuyên biệt. Bạn có thể dự thi môn chính là môn Toán (đối với tổ hợp A00, A01, D01) hoặc môn Ngữ Văn (đối với tổ hợp D01) trong kỳ thi ĐGNL chuyên biệt của Trường hoặc Trường Đại học Sư phạm Hà Nội. Hai môn còn lại trong tổ hợp xét tuyển sẽ sử dụng kết quả trung bình 6 học kỳ trong học bạ."
,e đang có ý định vào giáo dục tiểu học ạ thì mình có cần phải thi đgnlcb kh ạ và là môn nào vậy ạ? Tại vì em có xem bảng điểm xét tuyển năm ngoái ở pt học bạ+dgnlcb thì vẫn có gd tiểu học. em cảm ơn ạ!,
290,Cho em hỏi giờ em muốn đk thi đgnl chuyên biệt đợt 3 thì đk ở wed nào ạ,"Chào bạn, thi ĐGNL các đợt đều đăng ký qua website này bạn nhé https://dgnl.hcmue.edu.vn/vi/"
,,Đây là website đăng ký năm 2024 bạn làm tuần tự để đăng ký nha.
291,cho e hỏi là khi nào đky thi năng khiếu ạ ?,Thời gian tổ chức thi năng khiếu năm 2024 dự kiến:
,và thi trực tiếp tại trường hay thi onl ạ?,"- Đợt 1: Ngày 27,28/4/2024"
,,"- Đợt 2: Ngày 6,7/7/2024"
,,Thời gian đăng ký dự thi: từ ngày 25/3/2024 đến 17h ngày 14/6/2024.
,,Hình thức: thi trực tuyến
,,Về hướng dẫn và website đăng ký em chờ thông tin trên fanpage Trường Đại học Sư phạm Thành phố Hồ Chí Minh - HCMUE cập nhật trong thời gian sắp tới nhen
292,Anh chị cho e hỏi giờ e đăng kí thi đgnlcb nhma lúc e bấm vô chọn môn thi thì e không chọn được như này thì tại sao v ạ,Hiện các môn có số lượng 0 bên cạnh tên môn có nghĩa là đã đủ số lượng đăng ký cho đợt 1 rồi bạn nhé.
,,Bạn quay lại đăng ký các đợt sau vào ngày 01/4/2024 sắp tới nhen.
293,Cho em hỏi đgnlcb cũng cần hsg cả năm lớp 12 nữa à ?,Chào em.
,,Đúng rồi em à.
294,Dạ mọi người cho em hỏi trường tổ chức 3 đợt thi ĐGNL thì mình được tham gia cả 3 đợt ạ hay chủ được chọn 2 trong 3 thôi ạ  ? Em cảm ơn ạ,"Em có thể thi bao nhiêu đợt cũng được nhen, và khi xét tuyển thì có thể chọn điểm cao nhất trong các đợt để xét nhen"
295,Thầy cô cho e hỏi e thi ĐGNL môn Toán nhưng e chọn đăng kí không được ạ,Chào em.
,,"Trên hệ thống đã hiện số 0 là không thể đăng ký nha em, em có thể đợi đến ngày 1/4/2024 để đăng ký các đợt sau của kỳ thi."
296,Dạ cho em hỏi. Em học Trung tâm GDTX thì có được xét học bạ để vào sư phạm giáo dục tiểu học không ạ.,Chào em.
,,Được em nhé.
297,Dạ Cho em hỏi là có anh chị nào bên Ngôn Ngữ Pháp không ạ? Em là sv k49 nhưng mà chưa đc vào các group mxh ạ,https://zalo.me/g/uujint191
298,Cho em hỏi có cách nào đổi mk tài khoản VLE trên đt k ạ,"Chào bạn, nếu bạn là k49 và đk sử dụng dịch vụ tại ngân hàng Agribank thì tầm 1-2 tuần sau khi đăng kí bạn xuống quầy giao dịch tại cơ sở chính ADV lầu A, để lấy thẻ nhé."
299,"Mn ơi, cho mình hỏi lưu thông tin ở đâu vậy ạ, của mình mất tiêu cục lưu rồi",Bé liên hệ với trường nhen bé
300,Dạ mấy anh/chị cho em hỏi ạ. Vào lịch học chính thức nếu như mình có việc bận không thể tới lớp thì phải gọi điện cho ai để không bị đánh vào điểm rèn luyện. Em cảm ơn ạ,gửi mail cho gv b ơi 
301,Cho mình hỏi là nếu trong giấy khám sức khoẻ bs ghi là phân loại 1 (kiểu bs ko khám kĩ chỉ hỏi sơ sơ đấy ạ) nhưng do tình trạng sức khoẻ bản thân nặng hơn thì có thể xin học GDTC là lý thuyết ko học thực hành được ko ạ?? Móng ad duyệt ạ,"GDTC các khoa không chuyên học nhàn lắm nè, có gì tới đó em báo giáo viên về vấn đề em gặp phải để xin giảm những phần vận động quá mạnh là được thôi nè"
302,Dạ cho e hỏi nếu e đặt nv sư phạm mn vs sư phạm tiểu học học mà nếu thi năng khiếu trước thi thptqg mà e đậu cả 2 ngành thì e vào sp tiểu học đc k ạ .,Chào em.
,,Cái này sẽ tùy thuộc vào em sắp xếp thứ tự nguyện vọng như thế nào trên website của Bộ Giáo dục và Đào tạo nữa em nhé.
303,Cho em hỏi là trường mình có bắt buộc không đóng học phí và nhận trợ cấp nếu mình học sư phạm không ạ?,Chào em.
,Nếu bắt buộc thì sau khi ra trường em có phải đi dạy ở nơi nhà nước phân bổ hay không ạ?,Trường không bắt buộc sinh viên phải đăng ký nghị định 116 trong việc hỗ trợ phí cho sinh viên sư phạm.
,Nếu không bắt buộc thì mức học phí cho ngành sư phạm ngữ văn là bao nhiêu/ năm ạ? Và nếu vậy thì sau khi ra trường em sẽ được chọn nơi mình làm việc đúng không ạ?,Theo nghị định sẽ có 2 hình thức: Nhu cầu xã hội và theo đặt hàng của địa phương.
,,"Nếu em đăng ký theo nhu cầu xã hội thì sau khi tốt nghiệp, em sẽ phải chịu sự phân công của Trường và của Bộ Giáo dục và Đào tạo."
,,"Nếu em đăng ký theo đặt hàng của địa phương, em đăng ký ở tỉnh thành nào thì em về địa phương đó dạy."
,,Nếu không bắt buộc thì mức học phí sẽ dao động trong khoảng 11 - 13 triệu/ năm (tùy số lượng tín chỉ em đăng ký). Em sẽ có quyền được chọn nơi mình sẽ công tác nhé.
304,"cho em hỏi thi đgblcb 3 đợt,đợt nào cao nhất thì lấy phải không ạ?",Chào em.
,,Đúng rồi nhé.
305,Cho em hỏi ngành sư phạm tiểu học mình xét học bạ cần điều kiện gì thế ạ!,Chào em.
,,"Theo đề án tuyển sinh năm 2023, đối với pthuc xét học bạ THPT điều kiện cần là học sinh giỏi CẢ NĂM lớp 12 nhé."
306,Cho em hỏi học NN Trung Quốc thì NN2 là tự chọn ạ? Chuẩn đầu ra của NN Trung tương đương HSK mấy ạ? Nếu chọn NN2 là Tiếng Anh thì chuẩn ra của Tiếng Anh tương đương IELTS 5.0 không ạ? Em cảm ơn !,Chào em.
,,Ngôn ngữ thứ 2 em được lựa chọn nha.
,,"Chuẩn đầu ra của ngành Ngôn ngữ Trung Quốc sẽ là bậc 3/6 khung Năng lực Ngoại ngữ dùng cho Việt Nam, tương đương với HSK3 nhé. Còn nếu xét IELTS thì tương đương với IELTS 4.5 em nhé."
307,"Dạ cho em hỏi, khi thi đgnlcb thì có giấy báo dự thi không và nếu có thì mình sẽ nhận - in ở đâu và vào thời gian nào ạ?",Chào em.
,,"Đối với kỳ thi ĐGNL Chuyên biệt năm 2024, em chỉ cần lên lại trang đăng ký kỳ thi ĐGNL Chuyên biệt trước 1 tuần để xem thông tin Phòng thi - Giờ thi, em không cần phải in Giấy báo dự thi nhé."
308,"Cho em hỏi, hiện tại em đang là sinh viên năm 2, học CNTT tại học viện KTMM ạ. Em quan tâm và mong muốn được theo học chương trình song bằng của trường, tuy nhiên em không tìm thấy thông tin nào từ phía trường về việc cho phép sinh viên ngành không liên quan/không theo học tại trường được đăng ký.","Chào bạn,"
,Em mong được có thêm thông tin nếu có thể xét tuyển ạ. Em cảm ơn ạ.,"Trường hợp của bạn, bạn vui lòng liên hệ với Phòng Đào tạo của Trường để được tư vấn cụ thể hơn nhé."
,,Phòng Đào tạo - Trường Đại học Sư phạm Thành phố Hồ Chí Minh
,,"280 An Dương Vương, Phường 4, Quận 5, Tp. HCM (A.107)"
,,Điện thoại: (+84)-(28)-38352020 (số máy lẻ: 142)
,,Email: tuyensinhvlvh@hcmue.edu.vn
309,Cho em hỏi bài thi đgnlcb của trường có xét được ở những trường sư phạm khác không ạ?,Chào em.
,,Kết quả bài thi ĐGNL Chuyên biệt dự kiến sẽ có trường Đại học Sư phạm Hà Nội và trường Đại học Sư phạm - Đại học Đà Nẵng dùng để xét tuyển nhé.
310,Dạ cho em hỏi học sinh chuyên Toán của trường chuyên thì cần học bạ bao nhiêu mới đậu vào sư phạm Toán ạ?,Chào em.
,,"Theo đề án tuyển sinh năm 2023, đối với pthuc dành cho học sinh lớp Chuyên, điều kiện cần là học sinh giỏi chuyên lớp 12 cả năm và đạt được 1 trong những điều kiện đủ sau theo ưu tiên từ trên xuống dưới:"
,,a) Tham gia đội tuyển học sinh giỏi quốc gia hoặc đội tuyển cuộc thi khoa học kĩ thuật cấp quốc gia;
,,"b) Đạt giải nhất, nhì, ba kỳ thi học sinh giỏi do cấp tỉnh trở lên tổ chức;"
,,"c) Thí sinh có chứng chỉ ngoại ngữ B2 trở lên hoặc tương đương (áp dụng đối với các ngành ngoại ngữ theo danh mục ngành đúng, ngành gần);"
,,d) Có học lực năm học lớp 10 và 11 chuyên đạt học sinh giỏi.
311,Dạ a chị ơi em cần sự giúp đỡ ạ. Chuyện là e đăng kí thi đgnl môn toán vào sáng thứ 6 nma lúc đó chưa biết lịch thi của trường nên h bị trùng. Mình có thể đc chuyển sang ca chủ nhật đc k ạ huhu .,Chào em.
,,"Về vấn đề này, em soạn mail về dgnl.hotro@hcmue.edu.vn, bao gồm Họ tên, số CCCD, ngày tháng năm sinh, mã đăng ký và trình bày vấn đề của em nha."
312,"Cho em hỏi là nếu em đang học sư phạm văn ở trường thì năm sau có được đăng ký học thêm ngành tâm lý học ko ạ, hay phải thi THPT để xét ạ",Chào em.
,,Em có thể cân nhắc việc học song ngành nha.
313,Cho em hỏi thi sư phạm Tiếng Anh có cần thi ĐGNL chuyên biệt của trường không ạ?,Chào em.
,,"Phương thức xét tuyển sử dụng kết quả học tập THPT kết hợp thi đánh giá năng lực chuyên biệt là một trong các phương thức xét tuyển của Trường nhé. Nếu không tham dự kỳ thi ĐGNL chuyên biệt của Trường, bạn vẫn có thể xét tuyển bằng các phương thức khác như xét bằng kết quả tốt nghiệp THPT. Tuy nhiên, phương thức sử dụng ĐGNL sẽ tạo nhiều ưu thế cho bạn trong việc xét tuyển nên bạn có thể cân nhắc dự thi để càng có thêm cơ hội trúng tuyển vào Trường nhé."
